Date,POR,VW,BMW,Vol_POR,Vol_VW,Vol_BMW
2009-01-28,25.596837997436523,26.79285430908203,11.279546737670898,901566.0,268595.0,5214547.0
2009-01-29,24.616134643554688,27.121135711669922,10.875431060791016,629474.0,175749.0,5951883.0
2009-01-30,25.202362060546875,27.065256118774414,11.059664726257324,1467863.0,330777.0,3368505.0
2009-02-02,24.194272994995117,25.312124252319336,10.465376853942871,1350452.0,217917.0,4149233.0
2009-02-03,24.091171264648438,25.088619232177734,10.771432876586914,1183009.0,210250.0,3953543.0
2009-02-04,24.033891677856445,25.731203079223633,11.511320114135742,1688343.0,182653.0,4844579.0
2009-02-05,23.111711502075195,25.3470516204834,11.645034790039062,1808695.0,121230.0,4184677.0
2009-02-06,23.363737106323242,26.541410446166992,12.994062423706055,1669266.0,210089.0,7709504.0
2009-02-09,25.775148391723633,27.28875732421875,13.615089416503906,1427100.0,253766.0,5130212.0
2009-02-10,24.744140625,25.423877716064453,13.258519172668457,866984.0,242658.0,4963129.0
2009-02-11,25.219547271728516,25.423877716064453,13.436807632446289,934590.0,146826.0,2681565.0
2009-02-12,24.709768295288086,24.851139068603516,13.4902925491333,696797.0,131996.0,3735094.0
2009-02-13,23.90214729309082,25.842954635620117,14.093490600585938,794338.0,213685.0,4828980.0
2009-02-16,23.19190216064453,26.366792678833008,13.885489463806152,381184.0,181369.0,3874275.0
2009-02-17,21.88023567199707,25.982643127441406,13.029718399047852,1022829.0,114025.0,4405770.0
2009-02-18,21.393367767333984,27.002389907836914,12.824691772460938,924459.0,345098.0,3268041.0
2009-02-19,20.88932228088379,26.827774047851562,13.074289321899414,657253.0,180436.0,3154424.0
2009-02-20,19.239713668823242,25.661348342895508,12.664231300354004,2661893.0,129647.0,4085103.0
2009-02-23,17.315166473388672,25.17941665649414,11.974859237670898,1439828.0,221632.0,3218297.0
2009-02-24,16.776756286621094,24.096805572509766,11.428116798400879,2158971.0,218932.0,4515108.0
2009-02-25,16.51900291442871,24.17363929748535,11.772804260253906,1249527.0,201670.0,3992503.0
2009-02-26,18.29462432861328,25.060680389404297,12.078862190246582,3725006.0,236785.0,3437525.0
2009-02-27,18.689844131469727,24.879077911376953,11.73714828491211,1763740.0,275736.0,2555534.0
2009-03-02,18.672658920288086,23.908220291137695,11.398404121398926,1293711.0,283729.0,2510281.0
2009-03-03,18.254531860351562,24.439054489135742,11.324118614196777,1174483.0,337292.0,2585630.0
2009-03-04,19.319904327392578,25.416893005371094,12.420576095581055,1744157.0,293383.0,4379366.0
2009-03-05,18.09988021850586,23.049123764038086,11.475661277770996,1137495.0,245633.0,3546395.0
2009-03-06,17.57864761352539,21.994447708129883,11.784688949584961,1123026.0,118627.0,4591027.0
2009-03-09,17.57864761352539,21.121374130249023,11.98377513885498,0.0,281172.0,2994898.0
2009-03-10,20.081701278686523,21.715063095092773,12.79794692993164,1377322.0,376053.0,4125005.0
2009-03-11,21.416278839111328,24.865110397338867,13.629949569702148,1697107.0,931394.0,7427554.0
2009-03-12,22.086437225341797,25.368000030517578,13.903318405151367,1119884.0,408022.0,10265354.0
2009-03-13,21.966150283813477,25.416893005371094,13.41303539276123,1152994.0,275563.0,4522911.0
2009-03-16,22.212444305419922,25.675323486328125,13.356576919555664,531995.0,256645.0,3706861.0
2009-03-17,22.475927352905273,24.94194221496582,13.579435348510742,809262.0,404532.0,2855591.0
2009-03-18,22.40719223022461,24.42508316040039,13.255546569824219,1086968.0,327021.0,3036680.0
2009-03-19,22.682130813598633,25.33307647705078,12.994062423706055,966086.0,487140.0,5123063.0
2009-03-20,21.937509536743164,24.72542381286621,13.062402725219727,1135337.0,566692.0,5034956.0
2009-03-23,21.8000431060791,24.655576705932617,13.430862426757812,882962.0,265088.0,2805854.0
2009-03-24,21.8687801361084,25.144493103027344,13.320919036865234,757350.0,165962.0,3662191.0
2009-03-25,21.914602279663086,26.611257553100586,13.276347160339355,842755.0,622576.0,2280494.0
